Team,YearStart,Size,Special,SpecialAlt,RunningTopTierYears,TotalTopTierYears,Division,Leading Scorer,Special,SpecialAlt,D,L,Position Cleaned,PositionAdjusted,TopTier?,W
Leeds United,1972,,,,9,,Div 1,Allan Clarke,,,11,10,3,3,1,21
Leeds United,1973,,,,10,,Div 1,Mick Jones,,Champions,14,4,1,1,1,24
Leeds United,1974,,,,11,,Div 1,Allan Clarke,,,13,13,9,9,1,16
Leeds United,1975,,,,12,,Div 1,Duncan McKenzie,,,9,12,5,5,1,21
Leeds United,1976,,,,13,,Div 1,Joe Jordan,,,12,15,10,10,1,15
Leeds United,1977,,,,14,,Div 1,Ray Hankin,,,10,14,9,9,1,18
Leeds United,1978,,,,15,,Div 1,John Hawley,,,14,10,5,5,1,18
Leeds United,1979,,,,16,,Div 1,Kevin Hird,,,14,15,11,11,1,13
Leeds United,1980,,,,17,,Div 1,Carl Harris,,,10,15,9,9,1,17
Leeds United,1981,,,,18,,Div 1,Arthur Graham/Frank Worthington,Relegated,Relegated,12,20,20,20,1,10
Leeds United,1982,,,,0,,Div 2,Aiden Butterworth,,,21,8,8,30,0,13
Leeds United,1983,,,,0,,Div 2,Tommy Wright,,,12,14,10,32,0,16
Leeds United,1984,,,,0,,Div 2,Tommy Wright,,,12,11,7,29,0,19
Leeds United,1985,,,,0,,Div 2,Ian Baird,,,8,19,14,36,0,15
Leeds United,1986,,,,0,,Div 2,Ian Baird,,,11,12,4,26,0,19
Leeds United,1987,,,,0,,Div 2,John Sheridan,,,12,13,7,28,0,19
Leeds United,1988,,,,0,,Div 2,Bobby Davison,,,16,13,10,30,0,17
Leeds United,1989,,,,0,,Div 2,Gordon Strachan,Promoted,Promoted,13,9,1,21,0,24
Leeds United,1990,,,,1,,Div 1,Lee Chapman,,,7,12,4,4,1,19
Leeds United,1991,,,,2,,Div 1,Lee Chapman,,Champions,16,4,1,1,1,22
Leeds United,1992,,,,3,,Prem,Lee Chapman,,,15,15,17,17,1,12
Leeds United,1993,,,,4,,Prem,Rod Wallace,,,16,8,5,5,1,18
Leeds United,1994,,,,5,,Prem,Tony Yeboah,,,13,9,5,5,1,20
Leeds United,1995,,,,6,,Prem,Tony Yeboah,,,7,19,13,13,1,12
Leeds United,1996,,,,7,,Prem,Rod Wallace,,,13,14,11,11,1,11
Leeds United,1997,,,,8,,Prem,Jimmy Floyd Hasselbaink,,,8,13,5,5,1,17
Leeds United,1998,,,,9,,Prem,Jimmy Floyd Hasselbaink,,,13,7,4,4,1,18
Leeds United,1999,,,,10,,Prem,Michael Bridges,,,6,11,3,3,1,21
Leeds United,2000,,,,11,,Prem,Mark Viduka,,,8,10,4,4,1,20
Leeds United,2001,,,,12,,Prem,Mark Viduka,,,12,8,5,5,1,18
Leeds United,2002,,,,13,,Prem,Mark Viduka,,,5,19,15,15,1,14
Leeds United,2003,,,,14,,Prem,Mark Viduka,Relegated,Relegated,9,21,19,19,1,8
Leeds United,2004,,,,0,,Champ,David Healy/Brian Deane,,,18,14,14,34,0,14
Leeds United,2005,,,,0,,Champ,David Healy/Rob Hulse,,,15,10,5,25,0,21
Leeds United,2006,,,,0,,Champ,David Healy,Relegated,Relegated,7,26,24,44,0,13
Leeds United,2007,,,,0,,Lge 1,Jermaine Beckford,,,10,9,5,49,0,27
Leeds United,2008,,,,0,,Lge 1,Jermaine Beckford,,,6,14,4,48,0,26
Leeds United,2009,,,,0,,Lge 1,Jermaine Beckford,Promoted,Promoted,11,10,2,46,0,25
Leeds United,2010,,,,0,,Champ,Luciano Becchio,,,15,12,7,27,0,19
Leeds United,2011,,,,0,,Champ,Ross McCormack,,,10,19,14,34,0,17
Leeds United,2012,,,,0,,Champ,Luciano Becchio,,,10,19,13,33,0,17
Leeds United,2013,,,,0,,Champ,Ross McCormack,,,9,21,15,35,0,16
Leeds United,2014,,,,0,,Champ,Mirco Antenucci,,,11,20,15,35,0,15
Leeds United,2015,,,,0,,Champ,Chris Wood,,,17,15,13,33,0,14
Leeds United,2016,,,,0,,Champ,Chris Wood,,,9,15,7,27,0,22
Leeds United,2017,,,,0,,Champ,Kemar Roofe,,,9,20,13,33,0,17
Leeds United,2018,,,,0,,Champ,Kemar Roofe,,,8,13,3,23,0,25
Leeds United,2019,,,,0,,Champ,Patrick Bamford,Promoted,Promoted,9,9,1,21,0,28
Leicester City,1891,,,,,,Midland Football League,Jimmy Atter,,,3,12,11,,,5
Leicester City,1892,,,,,,Midland Football League,Billy Dorrell,,,3,9,4,,,12
Leicester City,1893,,,,,,Midland Football League,Jimmy Brown,,,2,3,2,,,15
Leicester City,1894,,,,0,,Div 2,David Skea,,,8,7,4,20,0,15
Leicester City,1895,,,,0,,Div 2,Willie McArthur/Harry Trainer,,,4,12,8,24,0,14
Leicester City,1896,,,,0,,Div 2,Billy Dorrell,,,4,13,9,25,0,13
Leicester City,1897,,,,0,,Div 2,Roddy McLeod,,,7,10,7,23,0,13
Leicester City,1898,,,,0,,Div 2,Tommy Galbraith,,,9,7,3,21,0,18
Leicester City,1899,,,,0,,Div 2,Rab King,,,9,8,5,23,0,17
Leicester City,1900,,,,0,,Div 2,Tommy Brown,,,10,13,11,29,0,11
Leicester City,1901,,,,0,,Div 2,Tommy Brown,,,5,17,14,32,0,12
Leicester City,1902,,,,0,,Div 2,Tommy Brown,,,8,16,15,33,0,10
Leicester City,1903,,,,0,,Div 2,Ike Evenson,,,10,18,18,36,0,6
Leicester City,1904,,,,0,,Div 2,Arthur Mounteney,,,7,16,14,32,0,11
Leicester City,1905,,,,0,,Div 2,Archie Hubbard,,,12,11,7,27,0,15
Leicester City,1906,,,,0,,Div 2,Harry Wilcox,,,8,10,3,23,0,20
Leicester City,1907,,,,0,,Div 2,Percy Humphreys,Promoted,Promoted,10,7,2,22,0,21
Leicester City,1908,,,,1,,Div 1,Jimmy Donnelly,Relegated,Relegated,9,21,20,20,1,8
Leicester City,1909,,,,0,,Div 2,Fred Shinton,,,4,14,5,25,0,20
Leicester City,1910,,,,0,,Div 2,Davie Walker,,,5,19,15,35,0,14
Leicester City,1911,,,,0,,Div 2,Fred Osborn/Harry Sparrow,,,7,16,10,30,0,15
Leicester City,1912,,,,0,,Div 2,Fred Osborn,,,7,18,15,35,0,13
Leicester City,1913,,,,0,,Div 2,Tommy Benfield,,,4,23,18,38,0,11
Leicester City,1914,,,,0,,Div 2,Billy Mills,,,4,24,19,39,0,10
Leicester City,1919,,,,0,,Div 2,John Paterson,,,10,17,14,36,0,15
Leicester City,1920,,,,0,,Div 2,John Paterson,,,16,14,12,34,0,12
Leicester City,1921,,,,0,,Div 2,John Paterson/Alex Trotter,,,17,11,9,31,0,14
Leicester City,1922,,,,0,,Div 2,Johnny Duncan,,,9,12,3,25,0,21
Leicester City,1923,,,,0,,Div 2,Arthur Chandler,,,8,17,12,34,0,17
Leicester City,1924,,,,0,,Div 2,Arthur Chandler,Promoted,Promoted,11,7,1,23,0,24
Leicester City,1925,,,,1,,Div 1,Arthur Chandler,,,10,18,17,17,1,14
Leicester City,1926,,,,2,,Div 1,Arthur Chandler,,,12,13,7,7,1,17
Leicester City,1927,,,,3,,Div 1,Arthur Chandler,,,12,12,3,3,1,18
Leicester City,1928,,,,4,,Div 1,Arthur Chandler,,,9,12,2,2,1,21
Leicester City,1929,,,,5,,Div 1,Arthur Chandler,,,9,16,8,8,1,17
Leicester City,1930,,,,6,,Div 1,Ernie Hine,,,6,20,16,16,1,16
Leicester City,1931,,,,7,,Div 1,Ernie Hine,,,7,20,19,19,1,15
Leicester City,1932,,,,8,,Div 1,Arthur Maw,,,13,18,19,19,1,11
Leicester City,1933,,,,9,,Div 1,Danny Liddle,,,11,17,17,17,1,14
Leicester City,1934,,,,10,,Div 1,Danny Liddle,Relegated,Relegated,9,21,21,21,1,12
Leicester City,1935,,,,0,,Div 2,Arthur Maw,,,10,13,6,28,0,19
Leicester City,1936,,,,0,,Div 2,Jack Bowers,Promoted,Promoted,8,10,1,23,0,24
Leicester City,1937,,,,1,,Div 1,Jack Bowers/Danny Liddle,,,11,17,16,16,1,14
Leicester City,1938,,,,2,,Div 1,George Dewis,Relegated,Relegated,11,22,22,22,1,9
Leicester City,1946,,,,0,,Div 2,George Dewis,,,7,17,9,31,0,18
Leicester City,1947,,,,0,,Div 2,Jack Lee,,,11,15,9,31,0,16
Leicester City,1948,,,,0,,Div 2,Jack Lee,,,16,16,19,41,0,10
Leicester City,1949,,,,0,,Div 2,Jack Lee,,,15,15,15,37,0,12
Leicester City,1950,,,,0,,Div 2,Arthur Rowley,,,11,16,14,36,0,15
Leicester City,1951,,,,0,,Div 2,Arthur Rowley,,,9,14,5,27,0,19
Leicester City,1952,,,,0,,Div 2,Arthur Rowley,,,12,12,5,27,0,18
Leicester City,1953,,,,0,,Div 2,Arthur Rowley,Promoted,Promoted,10,9,1,23,0,23
Leicester City,1954,,,,1,,Div 1,Arthur Rowley,Relegated,Relegated,11,19,21,21,1,12
Leicester City,1955,,,,0,,Div 2,Willie Gardiner/Arthur Rowley,,,6,15,5,27,0,21
Leicester City,1956,,,,0,,Div 2,Arthur Rowley,Promoted,Promoted,11,6,1,23,0,25
Leicester City,1957,,,,1,,Div 1,Arthur Rowley,,,5,23,18,18,1,14
Leicester City,1958,,,,2,,Div 1,Jimmy Walsh,,,10,21,19,19,1,11
Leicester City,1959,,,,3,,Div 1,Albert Cheesebrough,,,13,16,12,12,1,13
Leicester City,1960,,,,4,,Div 1,Jimmy Walsh,,,9,15,6,6,1,18
Leicester City,1961,,,,5,,Div 1,Ken Keyworth,,,6,19,14,14,1,17
Leicester City,1962,,,,6,,Div 1,Ken Keyworth,,,12,10,4,4,1,20
Leicester City,1963,,,,7,,Div 1,Ken Keyworth,,,11,15,11,11,1,16
Leicester City,1964,,,,8,,Div 1,Jimmy Goodfellow,,,13,18,18,18,1,11
Leicester City,1965,,,,9,,Div 1,Jackie Sinclair,,,7,14,7,7,1,21
Leicester City,1966,,,,10,,Div 1,Jackie Sinclair,,,8,16,8,8,1,18
Leicester City,1967,,,,11,,Div 1,Mike Stringfellow,,,12,17,13,13,1,13
Leicester City,1968,,,,12,,Div 1,Allan Clarke,Relegated,Relegated,12,21,21,21,1,9
Leicester City,1969,,,,0,,Div 2,Rodney Fern,,,13,10,3,25,0,19
Leicester City,1970,,,,0,,Div 2,Alistair Brown,Promoted,Promoted,13,6,1,23,0,23
Leicester City,1971,,,,1,,Div 1,Alistair Brown,,,13,16,12,12,1,13
Leicester City,1972,,,,2,,Div 1,Frank Worthington,,,17,15,16,16,1,10
Leicester City,1973,,,,3,,Div 1,Frank Worthington,,,16,13,9,9,1,13
Leicester City,1974,,,,4,,Div 1,Frank Worthington,,,12,18,18,18,1,12
Leicester City,1975,,,,5,,Div 1,Bob Lee,,,19,10,7,7,1,13
Leicester City,1976,,,,6,,Div 1,Frank Worthington,,,18,12,11,11,1,12
Leicester City,1977,,,,7,,Div 1,Roger Davies/Mark Goodwin,Relegated,Relegated,12,25,22,22,1,5
Leicester City,1978,,,,0,,Div 2,Trevor Christie,,,17,15,17,39,0,10
Leicester City,1979,,,,0,,Div 2,Alan Young,Promoted,Promoted,13,8,1,23,0,21
Leicester City,1980,,,,1,,Div 1,Jim Melrose,Relegated,Relegated,6,23,21,21,1,13
Leicester City,1981,,,,0,,Div 2,Gary Lineker,,,12,12,8,30,0,18
Leicester City,1982,,,,0,,Div 2,Gary Lineker,Promoted,Promoted,10,12,3,25,0,20
Leicester City,1983,,,,1,,Div 1,Gary Lineker,,,12,17,15,15,1,13
Leicester City,1984,,,,2,,Div 1,Gary Lineker,,,6,21,15,15,1,15
Leicester City,1985,,,,3,,Div 1,Alan Smith,,,12,20,19,19,1,10
Leicester City,1986,,,,4,,Div 1,Alan Smith,Relegated,Relegated,9,22,20,20,1,11
Leicester City,1987,,,,0,,Div 2,Mike Newell,,,11,17,13,34,0,16
Leicester City,1988,,,,0,,Div 2,Mike Newell,,,16,17,15,35,0,13
Leicester City,1989,,,,0,,Div 2,Gary McAllister,,,14,17,13,33,0,15
Leicester City,1990,,,,0,,Div 2,David Kelly,,,8,24,22,42,0,14
Leicester City,1991,,,,0,,Div 2,Tommy Wright,,,8,15,4,26,0,23
Leicester City,1992,,,,0,,Div 1,Steve Walsh,,,10,14,6,28,0,22
Leicester City,1993,,,,0,,Div 1,David Speedie,Promoted,Promoted,16,11,4,26,0,19
Leicester City,1994,,,,1,,Prem,Iwan Roberts,Relegated,Relegated,11,25,21,21,1,6
Leicester City,1995,,,,0,,Div 1,Iwan Roberts,Promoted,Promoted,14,13,5,25,0,19
Leicester City,1996,,,,1,,Prem,Steve Claridge,,,11,15,9,9,1,12
Leicester City,1997,,,,2,,Prem,Emile Heskey/Ian Marshall,,,14,11,10,10,1,13
Leicester City,1998,,,,3,,Prem,Tony Cottee,,,13,13,10,10,1,12
Leicester City,1999,,,,4,,Prem,Tony Cottee,,,7,15,8,8,1,16
Leicester City,2000,,,,5,,Prem,Muzzy Izzet,,,6,18,13,13,1,14
Leicester City,2001,,,,6,,Prem,James Scowcroft,Relegated,Relegated,13,20,20,20,1,5
Leicester City,2002,,,,0,,Div 1,Paul Dickov,Promoted,Promoted,14,6,2,22,0,26
Leicester City,2003,,,,1,,Prem,Paul Dickov/Les Ferdinand,Relegated,Relegated,15,17,18,18,1,6
Leicester City,2004,,,,0,,Champ,David Connolly,,,21,13,15,35,0,12
Leicester City,2005,,,,0,,Champ,Mark de Vries/Joey Gudjonsson/Iain Hume,,,15,18,16,36,0,13
Leicester City,2006,,,,0,,Champ,Iain Hume,,,14,19,19,39,0,13
Leicester City,2007,,,,0,,Champ,Iain Hume,Relegated,Relegated,16,18,22,42,0,12
Leicester City,2008,,,,0,,Lge 1,Matty Fryatt,Promoted,Promoted,15,4,1,45,0,27
Leicester City,2009,,,,0,,Champ,Matty Fryatt,,,13,12,5,25,0,21
Leicester City,2010,,,,0,,Champ,Andy King,,,10,17,10,30,0,19
Leicester City,2011,,,,0,,Champ,David Nugent,,,12,16,9,29,0,18
Leicester City,2012,,,,0,,Champ,David Nugent,,,11,16,6,26,0,19
Leicester City,2013,,,,0,,Champ,David Nugent,Promoted,Promoted,9,6,1,21,0,31
Leicester City,2014,,,,1,,Prem,Leonardo Ulloa,,,8,19,14,14,1,11
Leicester City,2015,,,,2,,Prem,Jamie Vardy,,Champions,12,3,1,1,1,23
Leicester City,2016,,,,3,,Prem,Jamie Vardy,,,8,18,12,12,1,12
Leicester City,2017,,,,4,,Prem,Jamie Vardy,,,11,15,9,9,1,12
Leicester City,2018,,,,5,,Prem,Jamie Vardy,,,7,16,9,9,1,15
Leicester City,2019,,,,6,,Prem,Jamie Vardy,,,8,12,5,5,1,18
Arsenal,1912,Big,Relegated,Relegated,9,9,Div 1,Charles Lewis,,,12,23,20,20,1,3
Arsenal,1914,Big,Promoted,Promoted,0,9,Div 2,Harry King,,,5,14,5,25,0,19
Arsenal,1903,Big,Promoted,Promoted,0,0,Div 2,Tommy Shanks,,,7,6,2,20,0,21
Arsenal,2003,Big,,Champions,78,87,Prem,Thierry Henry,,,12,0,1,1,1,26
Arsenal,2001,Big,,Champions,76,85,Prem,Thierry Henry,,,9,3,1,1,1,26
Arsenal,1997,Big,,Champions,72,81,Prem,Dennis Bergkamp,,,9,6,1,1,1,23
Arsenal,1990,Big,,Champions,65,74,Div 1,Alan Smith,,,13,1,1,1,1,24
Arsenal,1988,Big,,Champions,63,72,Div 1,Alan Smith,,,10,6,1,1,1,22
Arsenal,1970,Big,,Champions,45,54,Div 1,Ray Kennedy,,,7,6,1,1,1,29
Arsenal,1952,Big,,Champions,27,36,Div 1,Doug Lishman,,,12,9,1,1,1,21
Arsenal,1947,Big,,Champions,22,31,Div 1,Ronnie Rooke,,,13,6,1,1,1,23
Arsenal,1937,Big,,Champions,19,28,Div 1,Ted Drake,,,10,11,1,1,1,21
Arsenal,1934,Big,,Champions,16,25,Div 1,Ted Drake,,,12,7,1,1,1,23
Arsenal,1933,Big,,Champions,15,24,Div 1,Cliff Bastin,,,9,8,1,1,1,25
Arsenal,1932,Big,,Champions,14,23,Div 1,Cliff Bastin,,,8,9,1,1,1,25
Arsenal,1930,Big,,Champions,12,21,Div 1,Jack Lambert,,,10,4,1,1,1,28
Arsenal,2019,Small,,,94,103,Prem,Pierre-Emerick Aubameyang,,,14,10,8,8,1,14
Arsenal,2018,Small,,,93,102,Prem,Pierre-Emerick Aubameyang,,,7,10,5,5,1,21
Arsenal,2017,Small,,,92,101,Prem,Alexandre Lacazette,,,6,13,6,6,1,19
Arsenal,2016,Small,,,91,100,Prem,Alexis Sánchez,,,6,9,5,5,1,23
Arsenal,2015,Small,,,90,99,Prem,Olivier Giroud,,,11,7,2,2,1,20
Arsenal,2014,Small,,,89,98,Prem,Alexis Sánchez,,,9,7,3,3,1,22
Arsenal,2013,Small,,,88,97,Prem,Olivier Giroud,,,7,7,4,4,1,24
Arsenal,2012,Small,,,87,96,Prem,Theo Walcott,,,10,7,4,4,1,21
Arsenal,2011,Small,,,86,95,Prem,Robin van Persie,,,7,10,3,3,1,21
Arsenal,2010,Small,,,85,94,Prem,Robin van Persie,,,11,8,4,4,1,19
Arsenal,2009,Small,,,84,93,Prem,Cesc Fàbregas,,,6,9,3,3,1,23
Arsenal,2008,Small,,,83,92,Prem,Robin van Persie,,,12,6,4,4,1,20
Arsenal,2007,Small,,,82,91,Prem,Emmanuel Adebayor,,,11,3,3,3,1,24
Arsenal,2006,Small,,,81,90,Prem,Robin van Persie,,,11,8,4,4,1,19
Arsenal,2005,Small,,,80,89,Prem,Thierry Henry,,,7,11,4,4,1,20
Arsenal,2004,Small,,,79,88,Prem,Thierry Henry,,,8,5,2,2,1,25
Arsenal,2002,Small,,,77,86,Prem,Thierry Henry,,,9,6,2,2,1,23
Arsenal,2000,Small,,,75,84,Prem,Thierry Henry,,,10,8,2,2,1,20
Arsenal,1999,Small,,,74,83,Prem,Thierry Henry,,,7,9,2,2,1,22
Arsenal,1998,Small,,,73,82,Prem,Nicolas Anelka,,,12,4,2,2,1,22
Arsenal,1996,Small,,,71,80,Prem,Ian Wright,,,11,8,3,3,1,19
Arsenal,1995,Small,,,70,79,Prem,Ian Wright,,,12,9,5,5,1,17
Arsenal,1994,Small,,,69,78,Prem,Ian Wright,,,12,17,12,12,1,13
Arsenal,1993,Small,,,68,77,Prem,Ian Wright,,,17,7,4,4,1,18
Arsenal,1992,Small,,,67,76,Prem,Ian Wright,,,11,16,10,10,1,15
Arsenal,1991,Small,,,66,75,Div 1,Ian Wright,,,15,8,4,4,1,19
Arsenal,1989,Small,,,64,73,Div 1,Alan Smith,,,8,12,4,4,1,18
Arsenal,1987,Small,,,62,71,Div 1,Alan Smith,,,12,10,6,6,1,18
Arsenal,1986,Small,,,61,70,Div 1,Martin Hayes,,,10,12,4,4,1,20
Arsenal,1985,Small,,,60,69,Div 1,Charlie Nicholas,,,9,13,7,7,1,20
Arsenal,1984,Small,,,59,68,Div 1,Tony Woodcock,,,9,14,7,7,1,19
Arsenal,1983,Small,,,58,67,Div 1,Tony Woodcock,,,9,15,6,6,1,18
Arsenal,1982,Small,,,57,66,Div 1,Tony Woodcock,,,10,16,10,10,1,16
Arsenal,1981,Small,,,56,65,Div 1,Alan Sunderland,,,11,11,4,4,1,20
Arsenal,1980,Small,,,55,64,Div 1,Frank Stapleton,,,15,8,3,3,1,19
Arsenal,1979,Small,,,54,63,Div 1,Alan Sunderland,,,16,8,4,4,1,18
Arsenal,1978,Small,,,53,62,Div 1,Frank Stapleton,,,14,11,7,7,1,17
Arsenal,1977,Small,,,52,61,Div 1,Malcolm Macdonald,,,10,11,5,5,1,21
Arsenal,1976,Small,,,51,60,Div 1,Malcolm Macdonald,,,11,15,8,8,1,16
Arsenal,1975,Small,,,50,59,Div 1,Brian Kidd,,,10,19,17,17,1,13
Arsenal,1974,Small,,,49,58,Div 1,Brian Kidd,,,11,18,16,16,1,13
Arsenal,1973,Small,,,48,57,Div 1,Ray Kennedy,,,14,14,10,10,1,14
Arsenal,1972,Small,,,47,56,Div 1,John Radford,,,11,8,2,2,1,23
Arsenal,1971,Small,,,46,55,Div 1,Ray Kennedy,,,8,12,5,5,1,22
Arsenal,1969,Small,,,44,53,Div 1,John Radford,,,18,12,12,12,1,12
Arsenal,1968,Small,,,43,52,Div 1,John Radford,,,12,8,4,4,1,22
Arsenal,1967,Small,,,42,51,Div 1,George Graham,,,10,15,9,9,1,17
Arsenal,1966,Small,,,41,50,Div 1,George Graham,,,14,12,7,7,1,16
Arsenal,1965,Small,,,40,49,Div 1,Joe Baker,,,13,17,14,14,1,12
Arsenal,1964,Small,,,39,48,Div 1,Joe Baker,,,7,18,13,13,1,17
Arsenal,1963,Small,,,38,47,Div 1,Geoff Strong,,,11,14,8,8,1,17
Arsenal,1962,Small,,,37,46,Div 1,Joe Baker,,,10,14,7,7,1,18
Arsenal,1961,Small,,,36,45,Div 1,Alan Skirton,,,11,15,10,10,1,16
Arsenal,1960,Small,,,35,44,Div 1,David Herd,,,11,16,11,11,1,15
Arsenal,1959,Small,,,34,43,Div 1,David Herd,,,9,18,13,13,1,15
Arsenal,1958,Small,,,33,42,Div 1,David Herd,,,8,13,3,3,1,21
Arsenal,1957,Small,,,32,41,Div 1,David Herd,,,7,19,12,12,1,16
Arsenal,1956,Small,,,31,40,Div 1,Derek Tapscott,,,8,13,5,5,1,21
Arsenal,1955,Small,,,30,39,Div 1,Derek Tapscott,,,10,14,5,5,1,18
Arsenal,1954,Small,,,29,38,Div 1,Doug Lishman,,,9,16,9,9,1,17
Arsenal,1953,Small,,,28,37,Div 1,Doug Lishman,,,13,14,12,12,1,15
Arsenal,1951,Small,,,26,35,Div 1,Doug Lishman,,,11,10,3,3,1,21
Arsenal,1950,Small,,,25,34,Div 1,Doug Lishman,,,9,14,5,5,1,19
Arsenal,1949,Small,,,24,33,Div 1,Reg Lewis,,,11,12,6,6,1,19
Arsenal,1948,Small,,,23,32,Div 1,Reg Lewis,,,13,11,5,5,1,18
Arsenal,1946,Small,,,21,30,Div 1,Reg Lewis,,,9,17,13,13,1,16
Arsenal,1938,Small,,,20,29,Div 1,Ted Drake,,,9,14,5,5,1,19
Arsenal,1936,Small,,,18,27,Div 1,Ted Drake,,,16,8,3,3,1,18
Arsenal,1935,Small,,,17,26,Div 1,Ted Drake,,,15,12,6,6,1,15
Arsenal,1931,Small,,,13,22,Div 1,Jack Lambert,,,10,10,2,2,1,22
Arsenal,1929,Small,,,11,20,Div 1,Jack Lambert,,,11,17,14,14,1,14
Arsenal,1928,Small,,,10,19,Div 1,David Jack,,,13,13,9,9,1,16
Arsenal,1927,Small,,,9,18,Div 1,Jimmy Brain,,,15,14,10,10,1,13
Arsenal,1926,Small,,,8,17,Div 1,Jimmy Brain,,,9,16,11,11,1,17
Arsenal,1925,Small,,,7,16,Div 1,Jimmy Brain,,,8,12,2,2,1,22
Arsenal,1924,Small,,,6,15,Div 1,Jimmy Brain,,,5,23,20,20,1,14
Arsenal,1923,Small,,,5,14,Div 1,Harry Woods,,,9,21,19,19,1,12
Arsenal,1922,Small,,,4,13,Div 1,Bob Turnbull,,,10,16,11,11,1,16
Arsenal,1921,Small,,,3,12,Div 1,Henry White,,,7,20,17,17,1,15
Arsenal,1920,Small,,,2,11,Div 1,Fred Pagnam,,,14,13,9,9,1,15
Arsenal,1919,Small,,,1,10,Div 1,Henry White,,,12,15,10,10,1,15
Arsenal,1913,Small,,,0,9,Div 2,Pat Flanagan,,,9,9,3,23,0,20
Arsenal,1911,Small,,,8,8,Div 1,Alf Common,,,8,15,10,10,1,15
Arsenal,1910,Small,,,7,7,Div 1,Jackie Chalmers,,,12,13,10,10,1,13
Arsenal,1909,Small,,,6,6,Div 1,Charles Lewis,,,9,18,18,18,1,11
Arsenal,1908,Small,,,5,5,Div 1,Thomas Fitchie,,,10,14,6,6,1,14
Arsenal,1907,Small,,,4,4,Div 1,Peter Kyle,,,12,14,14,14,1,12
Arsenal,1906,Small,,,3,3,Div 1,Charlie Satterthwaite,,,4,14,7,7,1,20
Arsenal,1905,Small,,,2,2,Div 1,Tim Coleman,,,7,16,12,12,1,15
Arsenal,1904,Small,,,1,1,Div 1,Charlie Satterthwaite,,,9,13,10,10,1,12
Arsenal,1902,Small,,,0,0,Div 2,Tim Coleman,,,8,6,3,21,0,20
Arsenal,1901,Small,,,0,0,Div 2,Tommy Briercliffe,,,6,10,4,22,0,18
Arsenal,1900,Small,,,0,0,Div 2,Ralph Gaudie,,,6,13,7,25,0,15
Arsenal,1899,Small,,,0,0,Div 2,Ralph Gaudie,,,4,14,8,26,0,16
Arsenal,1898,Small,,,0,0,Div 2,Fergus Hunt,,,5,11,7,25,0,18
Arsenal,1897,Small,,,0,0,Div 2,Fergus Hunt,,,5,9,5,21,0,16
Arsenal,1896,Small,,,0,0,Div 2,Patrick O'Brien,,,4,13,10,26,0,13
Arsenal,1895,Small,,,0,0,Div 2,Henry Boyd,,,4,12,7,23,0,14
Arsenal,1894,Small,,,0,0,Div 2,Peter Mortimer,,,6,10,8,24,0,14
Arsenal,1893,Small,,,0,0,Div 2,James Henderson,,,4,12,9,25,0,12
Aston Villa,2015,Big,Relegated,Relegated,28,102,Prem,Jordan Ayew,,,8,27,20,20,1,3
Aston Villa,1986,Big,Relegated,Relegated,12,74,Div 1,Allan Evans,,,12,22,22,22,1,8
Aston Villa,1969,Big,Relegated,Relegated,0,62,Div 2,Bruce Rioch,,,13,21,21,43,0,8
Aston Villa,1966,Big,Relegated,Relegated,7,62,Div 1,Lew Chatterley,,,7,24,21,21,1,11
Aston Villa,1958,Big,Relegated,Relegated,14,55,Div 1,Gerry Hitchens,,,8,23,21,21,1,11
Aston Villa,1935,Big,Relegated,Relegated,41,41,Div 1,Dai Astley,,,9,20,21,21,1,13
Aston Villa,2018,Big,Promoted,Promoted,0,102,Champ,Tammy Abraham,,,16,10,5,25,0,20
Aston Villa,1987,Big,Promoted,Promoted,0,74,Div 2,Warren Aspinall,,,12,10,2,23,0,22
Aston Villa,1974,Big,Promoted,Promoted,0,62,Div 2,Ray Graydon,,,8,9,2,24,0,25
Aston Villa,1971,Big,Promoted,Promoted,0,62,Div 3,Andy Lochhead,,,6,8,1,45,0,32
Aston Villa,1959,Big,Promoted,Promoted,0,55,Div 2,Gerry Hitchens,,,9,8,1,23,0,25
Aston Villa,1937,Big,Promoted,Promoted,0,41,Div 2,Frank Broome,,,7,10,1,23,0,25
Aston Villa,1980,Big,,Champions,6,68,Div 1,Peter Withe,,,8,8,1,1,1,26
Aston Villa,1909,Big,,Champions,19,19,Div 1,Harry Hampton,,,7,8,1,1,1,23
Aston Villa,1899,Big,,Champions,9,9,Div 1,Billy Garraty,,,6,6,1,1,1,22
Aston Villa,1898,Big,,Champions,8,8,Div 1,John Devey,,,7,8,1,1,1,19
Aston Villa,1896,Big,,Champions,6,6,Div 1,Fred Wheldon,,,5,4,1,1,1,21
Aston Villa,1895,Big,,Champions,5,5,Div 1,John Campbell,,,5,5,1,1,1,20
Aston Villa,1893,Big,,Champions,3,3,Div 1,John Devey,,,6,5,1,1,1,19
Aston Villa,2019,Small,,,1,103,Prem,Jack Grealish,,,8,21,17,17,1,9
Aston Villa,2017,Small,,,0,102,Champ,Albert Adomah,,,11,11,4,24,0,24
Aston Villa,2016,Small,,,0,102,Champ,Jonathan Kodjia,,,14,16,13,33,0,16
Aston Villa,2014,Small,,,27,101,Prem,Christian Benteke,,,8,20,17,17,1,10
Aston Villa,2013,Small,,,26,100,Prem,Christian Benteke,,,8,20,15,15,1,10
Aston Villa,2012,Small,,,25,99,Prem,Christian Benteke,,,11,17,15,15,1,10
